SourceFile,PlazoPresentacionFecha,OrganismoConvocante,InformacionWeb,Presupuesto,Objeto,Score
20251209_Licitaciones.xlsx,1/8/2026,PROMOTORA D'EXPORTACIONS CATALANES SA (PRODECA),contractaciopublica.cat/ca/perfils-contractant/detall/4678198?categoria=0&tipus=104&page=0,11808000,"Acuerdo Marco de los servicios de márqueting y promoción comercial internacional de Prodeca en los mercados de África del norte del Sáhara (lote 1), África del Sur del
 
Sáhara (lote 2), América Latina (lote 3), Asia Oriental (lote 4), Estados Unidos y Canadá (lote 5), Gran China (lote 6), Índia y
 
Pakistán (lote 7), Mercados Europeos (lote 8), Oriente Medio (lote 9) y Sudeste Asiático (lote 10)",2
20251209_Licitaciones.xlsx,,DIRECCIÓN GENERAL ECONÓMICO-FINANCIERA DE LA ENTIDAD PÚBLICA EMPRESARIAL RENFE-OPERADORA,"contrataciondelestado.es
/FileSystem/servlet/GetDocumentByIdServlet?cifrado=QUC1GjXXSiLkydRHJBmbpw%3D%
3D&DocumentIdParam=FdlxT27zXe8Vy2LIjHyfJ/8ZAGih%2BCRuSA6l5a7iFVV8c5CjQwA1lIf
/Y89uO9/AZRQ2HdYYUXRQcfZe/FF1iktsuXCI9MN4a0eNHisX36KHAj0WEJrB5sP7amrh2jBD",,Plan de contratación 2026,0
20251210_Licitaciones.xlsx,12/22/2025,"MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA. CONSEJO DE ADMINISTRACIÓN DE ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, E.P.E.",contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=N%2FmslJwn8wIkJPJS%2BPS9vg%3D%3D,82012.5,"Contratación de los trabajos de construcción, montaje, mantenimiento y desmontaje de los Pabellones de España a organizar por ICEX en las ediciones de 2026 de las ferias 4YFN y Web Summit",1
20251210_Licitaciones.xlsx,12/24/2025,AYUNTAMIENTO DE BARCELONA,contractaciopublica.cat/ca/detall-publicacio/b19345a1-c329-4cc5-9506-0000e11214ce/300636794,41328.73,"Ejecución de servicios para la ampliación, la creación de recursos y actividades, y la visibilización y consolidación de la Red Fem Filigranes. Lote 1 Ampliación, creación de recursos y actividades de la red Fem Filigranes. Lote 2 Visibilización y consolidación de la Red Fem Filigranes a través de la organización del Festival Món Filigranes.",3
20251210_Licitaciones.xlsx,12/25/2025,DIPUTACIÓN DE GIRONA,contractaciopublica.cat/ca/detall-publicacio/9ed748d2-9f62-4709-9aa6-7ebc871ef498/300630073,40000,El objeto del contrato es el servicio de creación y producción de contenidos audiovisuales destinados a apoyar la difusión de contenidos institucionales y campañas de divulgación y publicidad vinculadas a los proyectos de la Oficina de Difusión de la Diputación de Girona,4
20251210_Licitaciones.xlsx,1/12/2026,FOMENT DE CIUTAT SA,contractaciopublica.cat/ca/detall-publicacio/97bd99b5-bd87-4281-8cde-209522557015/300635591,129296.51,"Servicios de soporte técnico del programa de espacios de gran afluencia. Lote 1: servicios de secretaría técnico de apoyo encargado del despliegue del programa EGA en el distrito de Ciutat Vella (Barrio de la Barceloneta, Casco Antiguo y Gótico), que dé un apoyo estable, tanto en la fase de diagnosis y definición de la estrategia de intervención como en el seguimiento y evaluación de las medidas implementadas, bajo las directrices fija, colaboración con los agentes que participan de su desarrollo (Gerencia del Distrito de Ciutat Vella, Gerencia de Economía y Promoción Económica). Lote 2: servicios de secretaría técnica de apoyo encargado de la coordinación del conjunto de los espacios de intervención (programa EGA a nivel de ciudad), así como de promover el diseño y la implementación, de manera sectorial, de las estrategias y acciones que permitan cumplir los objetivos del programa y de su seguimiento, reporting y evaluación conjunta e integral, bajo las directrices fijadas por colaboración con la Gerencia de Economía y Promoción Económica",1
20251210_Licitaciones.xlsx,12/24/2025,"AGÈNCIA PER A LA COMPETITIVITAT DE L'EMPRESA, ACCIÓ",contractaciopublica.cat/ca/detall-publicacio/ba436e31-503b-45c2-8814-c0b6bf37bbdc/300640306,53761.79,Servicios de soporte especializado para el Gabinete Técnico,0
20251210_Licitaciones.xlsx,12/30/2025,INSERTA EMPLEO,www.insertaempleo.es/perfil-contratante/servicio-organizacion-produccion-y-desarrollo-congreso-retail-textil-proposito,,"Servicio de la organización, producción y desarrollo del Congreso “Retail textil con propósito: diversidad que transforma"" que se celebrará en Madrid preferiblemente en el mes de mayo de 2026, en modalidad híbrida (presencial y online), con una asistencia mínima de 250 personas en modalidad presencial y
 de 100 personas on line.",1
20251210_Licitaciones.xlsx,12/17/2025,CONSORCI MUSEU DE CIENCIES NATURALS DE BARCELONA,Menor con concurrencia,9000,"Sonorización de las actividades que forman parte de la oferta del Consorcio del Museu de Ciències
 Naturales de Barcelona.",1
20251210_Licitaciones.xlsx,12/12/2025,MUSEO DEL PRADO,museodelpradodifusion.es/archivos/4052,,Solicitud de presupuesto para el servicio de fotografía y vídeo para piezas de promoción de colección textil.,2
20251210_Licitaciones.xlsx,1/12/2026,"PROMOTORA D'EXPORTACIONS CATALANES, SA (PRODECA)",contractaciopublica.cat/ca/detall-publicacio/b0b17a78-eac5-45f8-bb18-f718362b3b86/300637046,4920000,"Acuerdo Marco para homologar un conjunto de profesionales y/o empresas para prestar los servicios de marketing y promoción comercial internacional de Prodeca en los mercados de África en el norte del Sáhara (Lote 1), África en el Sur del Sáhara (Lote 2), América Latina (Lote 3), Asia Oriental (Lote 4), Estados Unidos y Canadá (Lote 5), Gran China (Lote 6), India y Pakistán (Lote 7), Mercados europeos (Lote 8), Oriente Medio (Lote 9) y sureste asiático (Lote 10).",3
20251210_Licitaciones.xlsx,1/12/2026,AYUNTAMIENTO DE FIGUERES (GIRONA),contractaciopublica.cat/ca/detall-publicacio/e0df6a62-a675-41c5-b1b0-f75505d8ddbb/300635227,132928.77,"Servicio de marketing digital de la Casa Natal Salvador Dalí que consta de la planificación, ejecución, seguimiento y control de las campañas de marketing digital de la Casa Natal Salvador Dalí y del servicio de abono de gasto directo en medios publicitarios (Google, Meta y posts patrocinados en redes sociales) para la promoción de la Casa Natal Salvador Dalí, de acuerdo con la descripción (PPT)",5
20251210_Licitaciones.xlsx,1/9/2026,MINISTERIO DE INDUSTRIA Y TURISMO. DIRECCIÓN GENERAL DE LA FUNDACIÓN EOI,contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=SuKTgj%2FRIQctm4eBPtV6eQ%3D%3D,720000,El objeto del Acuerdo Marco es la selección y contratación de los servicios de una agencia especializada de marketing y publicidad,5
20251210_Licitaciones.xlsx,12/26/2025,JUNTA DE GOBIERNO DEL AYUNTAMIENTO DE BOADILLA DEL MONTE (MADRID),contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=zeM3qwfabzOOUi78BmzhOQ%3D%3D,273483.51,"Servicios de corresponsales juveniles, espacios infantil y juvenil, actividades y redes sociales de la Casa de Juventud e Infancia. Lote 1: Servicio de corresponsales juveniles en los Centros Educativos, la Casa de la Juventud y los lugares habituales de ocio. Lote 2: Servicio de dinamización del Espacio Infantil. Lote 3: Servicio de dinamización del Espacio Juvenil. Lote 4: Servicio de programación, gestión, dinamización y desarrollo de actividades de formación, ocio y tiempo libre y su difusión.",4
20251211_Licitaciones.xlsx,1/12/2026,"PROMOTORA D'EXPORTACIONS CATALANES, SA (PRODECA)",contractaciopublica.cat/ca/detall-publicacio/302b1f66-3edd-4a4a-bbcd-cbd8b47575dc/300642330,913684.3,"Servicios necesarios para la implementación de actividades y para la evaluación correspondientes al proyecto europeo “The Creative Revolution: European Wines and Charcuterie (Crewcas)”, en los mercados de Corea del Sur, Japón y China, de acuerdo con lo definido en el pliego de prescripciones técnicas",2
20251211_Licitaciones.xlsx,1/12/2026,"JEFATURA DE UNIDAD DE MEDIOS INTERNOS -ÁREA DE COMPRAS DE LA COMPAÑÍA ESPAÑOLA DE SEGUROS DE CRÉDITO A LA EXPORTACIÓN S.A., S.M.E. (CESCE)",contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=KijnqB0CpzjyoM4us5k4vw%3D%3D,390000,"Prestación de servicios de Televenta para CESCE, S.A. (S.M.E.)",1
20251211_Licitaciones.xlsx,1/2/2026,"COMUNIDAD DE MADRID. CONSEJERÍA DE MEDIO AMBIENTE, AGRICULTURA E INTERIOR CONSEJERÍA DE MEDIO AMBIENTE, AGRICULTURA E INTERIOR",contratos-publicos.comunidad.madrid/contrato-publico/coordinacion-transporte-montaje-decoracion-mantenimiento-desmontaje-mercado-9,148769.98,"Coordinación, transporte, montaje, decoración, mantenimiento y desmontaje del Mercado Itinerante de Alimentos de Madrid durante el año 2026 4-G/26",1
20251211_Licitaciones.xlsx,1/9/2026,AYUNTAMIENTO DE ESPLUGUES DE LLOBREGAT (BARCELONA),contractaciopublica.cat/ca/detall-publicacio/1fa50c87-4bd5-443c-85bc-2115683a4a4a/300638896,24793.39,"Servicio de reactivación de la Red de Empresas, Entidades y Comercios para la Reforma Horaria de Esplugues de Llobregat, de acuerdo con lo estipulado en los pliegos de condiciones técnicas redactados por los servicios técnicos municipales",1
20251211_Licitaciones.xlsx,2/2/2026,"WORLD TRADE CENTER BARCELONA, S.A.S.M.E.",community.vortal.biz/public/?currentLanguage=es,,"Contrato regulador de la gestión de congresos y del restaurante Club, por WORLD TRADE CENTER BARCELONA, S.A. S.M.E.",1
20251211_Licitaciones.xlsx,12/23/2025,GENERALITAT DE CATALUNYA. DEPARTAMENTO DE EDUCACIÓN Y FORMACIÓN PROFESIONAL SERVICIOS CENTRALES,contractaciopublica.cat/es/detall-publicacio/300639185,5700,"Servicios de edición, impresión, preparación, empaquetado y envío del material por la anonimización de los datos para la realización de la primera prueba de la fase de oposición del concurso de oposición para el ingreso en la función pública docente",2
20251211_Licitaciones.xlsx,1/19/2026,JUNTA DE ANDALUCÍA. AGENCIA EMPRESARIAL PARA LA TRANSFORMACIÓN Y EL DESARROLLO ECONÓMICO,www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc_sirec/perfiles-licitaciones/detalle-licitacion.jsf?idExpediente=883922,153898.84,Contratación de servicios a demanda relacionados con la internacionalización de empresas andaluzas en China.,0
20251211_Licitaciones.xlsx,1/19/2026,JUNTA DE ANDALUCÍA. AGENCIA EMPRESARIAL PARA LA TRANSFORMACIÓN Y EL DESARROLLO ECONÓMICO,www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc_sirec/perfiles-licitaciones/detalle-licitacion.jsf?idExpediente=884032,377146.7,Contratación de servicios a demanda relacionados con la internacionalización de empresas andaluzas en Japón.,0
20251211_Licitaciones.xlsx,12/26/2025,"DIRECCIÓN GENERAL DE LA SOCIEDAD DE GESTIÓN PÚBLICA DE EXTREMADURA, S.A.U",contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=8yoPrYAZAtbN3k3tjedSGw%3D%3D,30135,Servicio de restauración y servicios complementarios para el stand de Extremadura en FITUR 2026,1
20251211_Licitaciones.xlsx,12/26/2025,MINISTERIO DE CULTURA. DIRECCIÓN GENERAL DE LA FUNDACIÓN DEL TEATRO REAL,contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=%2F1w%2BnBd1htK2gkLQ8TeYKA%3D%3D,29500,Servicio para la realización de la campaña de temporada y abonos para la Fundación del Teatro Real FSP en la temporada 2026/2027,3
20251211_Licitaciones.xlsx,1/9/2026,"DEPARTAMENTO DE AGRICULTURA, GANADERÍA, PESCA Y ALIMENTACIÓN DE LA GENERALIDAD DE CATALUÑA",contractaciopublica.gencat.cat/perfil/agricultura,267000,Servicios de producción y edición de contenidos audiovisuales e imagen. Lote 1: Servicios de vídeo. Lote 2: Servicios de fotografía. Lote 3: Servicios de diseño gráfico. Lote 4: Servicios de foto-periodismo.,4
20251211_Licitaciones.xlsx,1/2/2026,AYUNTAMIENTO DE SANTA COLOMA DE GRAMENET (BARCELONA),contractaciopublica.gencat.cat/ecofin_pscp/AppJava/perfil/gramenet/customProf,,Servicios de una central de medios para la gestión e inserción de la publicidad institucional del Ayuntamiento de Santa Coloma de Gramenet (2 lotes). Lote 1: Publicidad institucional. Lote 2: Anuncios oficiales.,4
20251211_Licitaciones.xlsx,9/27/2024,UNIVERSITAT ROVIRA I VIRGILI,www.urv.cat/ca/universitat/seu-electronica/contractacio-publica,,"Acuerdo marco para el servicio de asesoramiento, planificación, negociación e inserción de publicidad y contenidos en los medios de comunicación de las campañas promocionales de la Universidad Rovira y Virgili y de la Fundación URV",2
20251211_Licitaciones.xlsx,,"PRINCIPADO DE ASTURIAS. CONSEJERÍA DE PRESIDENCIA, RETO DEMOGRÁFICO, IGUALDAD Y TURISMO",perfil.asturias.es,,"Campaña de prevención y sensibilización frente a los incendios forestales en el principado de Asturias. Lote 1 Estrategia general y diseño del concepto de campaña. Desarrollo y producción de piezas y adaptaciones. Lote 2 Plan de medios flexible y activable a demanda. Ejecución, seguimiento y cierre de campaña",3
20251215_Licitaciones.xlsx,12/19/2025,AYUNTAMIENTO DE CASTELLDEFELS (BARCELONA). COMERCIO,contractaciopublica.cat/es/detall-publicacio/300644866,4500,"Contrato privado de patrocinio del evento municipal ""Campanades Castelldefels 2026""",2
20251215_Licitaciones.xlsx,1/11/2026,MINISTERIO DE DEFENSA. SUBDIRECCIÓN GENERAL DE SERVICIOS ECONÓMICOS Y PAGADURÍAS,contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=dpgubzkvZ2N4zIRvjBVCSw%3D%3D,115000,"Servicio de diseño, producción, transporte de materiales, montaje y desmontaje de stands en diversas ferias o eventos en apoyo a las acciones de información y captación para el reclutamiento para el año 2026",1
20251215_Licitaciones.xlsx,1/12/2026,PRESIDENCIA DE TURISMO DE GRAN CANARIA,contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=EBeGhWXQmglt5r0ngvMetA%3D%3D,93460,"Promoción de la oferta turística de Gran Canaria en los mercados de Benelux (Bélgica, Países Bajos, Luxemburgo), Lote 1 y de Francia y Suiza Francófona (Lote 2)",4
20251215_Licitaciones.xlsx,1/26/2026,MINISTERIO DE CULTURA. DIRECCIÓN GENERAL DEL INSTITUTO DE CINEMATOGRAFÍA Y DE LAS ARTES AUDIOVISUALES,contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=vI8iXGDZP3w3vLk2DU2Ddg%3D%3D,401046,"Servicio de asistencia técnica de comunicación a Dirección de Políticas de Marketing del Instituto de la Cinematografía y de las Artes Audiovisuales (ICAA). Lote 1: Relaciones públicas y prensa. Lote 2: Gestión de redes sociales, producción de contenidos digitales y creación y adaptación de páginas web. Lote 3: Imagen corporativa, promoción y diseño",5
20251215_Licitaciones.xlsx,1/12/2026,GENERALITAT DE CATALUNYA. DEPARTAMENTO DE POLÍTICA LINGÜÍSTICA,contractaciopublica.cat/ca/detall-publicacio/cb94300d-2b0f-4d64-a36a-e0e6da8b1d7f/300643848,59400,Servicio de elaboración de vídeos breves para publicar en Instagram y Tiktok para la difusión de las actuaciones del Departamento de Política Lingüística a ejecutar durante 2026,5
20251215_Licitaciones.xlsx,1/9/2026,"GENERALITAT DE CATALUNYA. DEPARTAMENTO DE AGRICULTURA, GANADERÍA, PESCA Y ALIMENTACIÓN",contractaciopublica.cat/ca/detall-publicacio/b71f07b4-7283-4c17-9e01-5d0b83185e66/300644902,89000,"Servicios de producción y edición de contenidos escritos, audiovisuales e imagen (gráfica, vídeo y fotografía) destinados a la comunicación y cobertura informativa de actividades del Departamento de Agricultura, Ganadería, Pesca y Alimentación (DARPA) y de su Consejero. Estos servicios incluyen el diseño y seguimiento de los actos y documentos del Consejero, de los cargos del departamento y de cualquier miembro del DARPA, así mismo también quedan incluidas las ruedas de prensa, las iniciativas legislativas, los documentos, las declaraciones, las acciones comunicativas, las medidas y otros actos donde asistan los cargos del departamento y de los organismos dependientes",5
20251215_Licitaciones.xlsx,1/8/2026,AYUNTAMIENTO DE CASTELLVELL DEL CAMP (TARRAGONA),contractaciopublica.cat/ca/detall-publicacio/ae8c2bc7-9fd0-49b0-990b-8c1ecaeb0631/300644329,11340,"El objeto del contrato es la prestación de los servicios de comunicación institucional, gestión de las redes sociales, diseño gráfico, elaboración de contenidos audiovisuales, actualización y gestión de la página web y aplicación municipal, y cobertura de los actos públicos y plenos municipales, con el fin de difundir de forma clara, puntual y veraz toda aquella información de interés relativa a la actualidad del municipio ya los proyectos y/o actuaciones que se llevan a cabo prescripciones técnicas",5
20251215_Licitaciones.xlsx,12/29/2025,GENERALITAT DE CATALUNYA. DEPARTAMENTO DE INVESTIGACIÓN Y UNIVERSIDADES,contractaciopublica.cat/ca/detall-publicacio/7a23c9de-4349-40cc-9a58-4de2a707145e/300641624,37044.7,"Servicios de diseño, construcción, transporte, montaje y desmontaje de un stand del Consejo Interuniversitario de Cataluña para su participación en la feria de educación Saló de Aula Madrid para la edición de 2026",1
20251215_Licitaciones.xlsx,1/23/2026,GENERALITAT DE CATALUNYA. CENTRE D'INICIATIVES PER A LA REINSERCIÓ (CIRE),contractaciopublica.cat/ca/detall-publicacio/7fd417ef-16a0-41d0-8267-3f4d4b00323f/300638890,49494.57,"El objeto de este contrato es el servicio de despliegue de un proyecto integral de asesoramiento y ejecución en materia de comunicación y comercial, con las siguientes fases: Fase 1: planificación estratégica del plan de comunicación y promoción externa, Fase 2: desarrollo del referido plan, diseño y ejecución de las acciones del plan de acción y Fase 3: seguimiento y evaluación; todo ello, de acuerdo con los objetivos específicos recogidos en el Pliego Técnico de esta licitación",5
20251215_Licitaciones.xlsx,12/30/2025,INSTITUT MUNICIPAL PARCS I JARDINS DE BARCELONA,contractaciopublica.cat/ca/detall-publicacio/8bd57791-f01c-4c16-a8ce-4ab6c7d550d7/300644265,48132.87,"Servicios de coordinación de eventos, talleres y actividades de educación ambiental en el marco del programa Mans al Verd, con medidas de contratación pública sostenible",3
20251215_Licitaciones.xlsx,12/26/2025,DIRECCIÓN DE LA FUNDACIÓN DEMOCRACIA Y GOBIERNO LOCAL,contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=ACy1%2B4Bf%2BYaFlFRHfEzEaw%3D%3D,26313.9,"Servicios consistes en la maquetación y –en algunos casos- la impresión de obras editadas por esta entidad durante el ejercicio 2026. Lote 1: Maquetación e impresión del Anuario del Gobierno Local AGL. 1 número, Maquetación e impresión del Anuario de Transparencia Local (ATL). 1 número, Maquetación en pdf en formato electrónico con marcadores e impresión de la Serie Claves del Gobierno Local (SCGL). 4 números. Lote 2: - Maquetación en pdf en formato electrónico con marcadores de la Revista Cuadernos de Derecho Local QDL . 3 números, Maquetación e impresión del Anuario del Buen Gobierno y de la Calidad de la Regulación (ABGCR). 1 número, Maquetación e impresión del Anuario de Hacienda Local (AHL). 1 número, Maquetación e impresión del Anuario de Políticas Públicas Locales APPL. 1 número.",3
20251215_Licitaciones.xlsx,12/29/2025,"CONSEJERO DELEGADO DE LA SOCIEDAD DE DESARROLLO DE SANTA CRUZ DE TENERIFE, S.A.U",contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=1n3jGsxsB6SdkQsA7ROvsg%3D%3D,50000,"El objeto del contrato es contratación de un servicio de diseño, gestión y contratación de publicidad y gestiones de medios de comunicación para la promoción de acciones de diversa naturaleza relacionadas con la presencia de la Sociedad de Desarrollo en FITUR 2026",5
20251215_Licitaciones.xlsx,12/31/2025,AYUNTAMIENTO DE MONTGAT (BARCELONA),contractaciopublica.cat/ca/detall-publicacio/97f8cb16-b896-469e-bdd9-9278db2cfa2c/300644086,45000,"El objeto de esta contratación es el servicio de redacción de contenidos y corrección de ortografía y estilo de la Revista municipal de Montgat. El Ayuntamiento de Montgat edita una Revista municipal con información de la gestión municipal, noticias de interés local y de las entidades del pueblo que se publica cada mes en versión papel y digital por un total de (10 ejemplares anuales) de 16 páginas, excepto los meses de enero y agosto",3
20251215_Licitaciones.xlsx,1/9/2026,"CÁMARA OFICIAL DE COMERCIO, INDUSTRIA, SERVICIOS Y NAVEGACIÓN DE MURCIA",www.camaramurcia.es/camara-de-comercio/perfil-de-contratante/#tab-id-1,178794,"Suministro de diseño, construcción, montaje y desmontaje del Pabellón Regional de Murcia en la Feria Alimentaria en Barcelona, que tendrá lugar
 del 23 al 25 de marzo de 2026.",1
20251215_Licitaciones.xlsx,1/16/2026,RECTORADO DE LA UNIVERSIDAD POLITÉCNICA DE MADRID,contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=rnHsFp71hFm2gkLQ8TeYKA%3D%3D,5000,"Servicio especializado en comunicación digital, marketing de contenidos y gestión estratégica de redes sociales para el centro de liderazgo y tecnología de la Universidad Politécnica de Madrid",5
20251216_Licitaciones.xlsx,1/7/2026,RECTORADO DE LA UNIVERSIDAD NACIONAL DE EDUCACIÓN A DISTANCIA,contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=MB87wDgzS3oQyBAnWzHfCg%3D%3D,12803,"Servicio de maquetación y edición de la revista de la Facultad de Geografía e Historia: Espacio, Tiempo y Forma (series 1 a 7)",3
20251216_Licitaciones.xlsx,12/30/2025,AYUNTAMIENTO DE BARBERÀ DEL VALLÈS (BARCELONA),contractaciopublica.cat/ca/detall-publicacio/f47d834f-0c82-4fad-a433-7e4208f45bb5/300645446,54870.05,"Contratación mixta del servicio de gestión integral, incluidos los suministros necesarios, para la organización de diversos eventos deportivos del municipio de Barberà del Vallès que, junto a su codificación, figura en los apartados A) y C) del cuadro de características anexo (Anexo 1). En la licitación y ejecución del contrato regirán, además de la normativa legal aplicable, el Pliego de cláusulas administrativas particulares y el Pliego de prescripciones técnicas (PPT) (Anexo 2)",1
20251216_Licitaciones.xlsx,1/23/2026,"LOTERIES DE CATALUNYA, SAU",contractaciopublica.cat/ca/detall-publicacio/4dfa9e19-9599-4b0d-84d6-ce7838693f11/300640086,500698.5,"Servicios integrales de publicidad (estrategia, creatividad, producción, acciones especiales de publicidad, comunicación y asesoramiento permanente) del portafolio de productos de Loterías de Cataluña así como para cualquier nuevo producto que se pueda incorporar y por las acciones relacionadas con juego responsable y destino de beneficios para el año 2026, organizados y gestionados por Loterías de Cataluña SAU",2
20251216_Licitaciones.xlsx,1/19/2026,JUNTA DE CONTRATACIÓN DEL MINISTERIO DE CULTURA Y DEPORTE,contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=qHII6DNnyYXVGIpKDxgsAQ%3D%3D,47594.05,Servicios auxiliares para los procesos de selección de personal funcionario adscritos al Ministerio de Cultura y su personal laboral acogido al IV Convenio Único de la AGE,1
20251216_Licitaciones.xlsx,1/8/2026,"RADIO TELEVISIÓN MADRID, S.A",contratos-publicos.comunidad.madrid/contrato-publico/contrato-servicios-fotografia-radio-television-madrid-sau,38606.4,"La presente licitación tiene por objeto el servicio de fotografía de los diferentes eventos relacionados con la actividad de RTVM, lo que incluye, entre otras, las sesiones fotográficas de los presentadores, los reportajes fotográficos en ruedas de prensa y grabaciones de programas y los eventos de cualquier orden propios de la actividad señalada",2
20251216_Licitaciones.xlsx,1/5/2026,PRESIDENCIA DE LA FUNDACIÓN FELIPE II,contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=Q9p8PSykG%2F3zAq95uGTrDQ%3D%3D,6726.38,Contratación de la prestación de servicios de gestión de redes sociales y Community Manager de la Fundación Felipe II,5
20251216_Licitaciones.xlsx,,DIPUTACIÓN DE GIRONA,contractaciopublica.cat/es/detall-publicacio/300645207,,2025/10513 Servicio de producción audiovisual para el sello de calidad agroalimentaria Girona Excelente de la Diputación de Girona,4
20251216_Licitaciones.xlsx,12/19/2025,ALCALDÍA DEL AYUNTAMIENTO DE LANGREO (ASTURIAS),contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=XbhpXgR6m7OcTfjQf3USOg%3D%3D,12396.69,Servicio elaboración de un video y doce spots para la promoción del concejo de Langreo en las redes sociales,4
20251216_Licitaciones.xlsx,12/22/2025,CONCEJAL DE CONTRATACIÓN DEL AYUNTAMIENTO DE TORREJÓN DE ARDOZ (MADRID),contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=LklwzNtvBUrjHF5qKI4aaw%3D%3D,600,Servicio de fotomatón y recordatorio fotográfico para participantes en el Acto de San Valentín de Oro 2026,1
20251216_Licitaciones.xlsx,1/21/2026,GENERALITAT DE CATALUNYA. DEPARTAMENTO DE POLÍTICA LINGÜÍSTICA,contractaciopublica.cat/ca/detall-publicacio/59cffb29-4493-4500-94d3-316e06e4e183/300646260,52628.53,"Gestión de redes sociales. Servicio de especialización en gestión, dinamización y creación de contenidos para redes sociales institucionales del Departamento de Política Lingüística para el año 2026",5
20251216_Licitaciones.xlsx,1/16/2026,"AMB INFORMACIÓ I SERVEIS, SA",contractaciopublica.cat/ca/detall-publicacio/959cd299-5de7-4aa6-b963-793e3bcd015f/300645466,163675,"El presente contrato tiene por objeto la contratación de un servicio externo integral de gestión de los sistemas y soporte TI a los usuarios de AMB Información y Servicios, S.A. (en adelante CON Información). Con este servicio se tendrá que dar cobertura tanto a la Dirección Técnica de la entidad en la organización, supervisión y mejora de los sistemas informáticos, seguridad IT y redes de comunicaciones, como en el departamento informático de la misma en tareas de atención y resolución de incidencias a nivel de usuarios (HELP DESK), gestión de usuarios y permisos, maquetación de máquinas y configuración de redes",1
20251216_Licitaciones.xlsx,1/14/2026,DIRECCIÓN DEL MUSEO NACIONAL CENTRO DE ARTE REINA SOFÍA,contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=5rCwW5vruk79pbnDwlaUlg%3D%3D,364800,"Servicio de montaje, mantenimiento y desmontaje museográfico de la exposición temporal ""Félix González Torres"" mediante procedimiento abierto y tramitación anticipada",1
20251216_Licitaciones.xlsx,,"DIRECCIÓN GENERAL DE RENFE VIAJEROS SOCIEDAD MERCANTIL ESTATAL, S.A",contrataciondelestado.es/wps/poc?uri=deeplink:perfilContratante&idBp=MFQF8na9I%2BkQK2TEfXGy%2BA%3D%3D,,Plan de contratación 2026,0
20251217_Licitaciones.xlsx,12/31/2025,ALCALDÍA DEL AYUNTAMIENTO DE BADAJOZ,contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=T1PgQgKEx5GFQ%2FlhRK79lA%3D%3D,20658.4,"Contratación de un servicio para la elaboración y ejecución de un plan de medios para la comunicación, promoción, publicidad y difusión de “Turismo Badajoz en FITUR 2026”",2
20251217_Licitaciones.xlsx,12/31/2025,PRESIDENCIA DE LA MANCOMUNIDAD DE SERVICIOS DEL VALLE NORTE DEL LOZOYA,contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=TPcFuPltVK5q1DdmE7eaXg%3D%3D,66100,"Servicios de diseño, desarrollo, ejecución, puesta en marcha y entrega de la herramienta web y de la aplicación (APP) Red Carpetania para la visualización y gestión de rutas en el destino Sierra Norte de Madrid",4
20251217_Licitaciones.xlsx,1/9/2026,RECTOR DE LA UNIVERSIDAD CARLOS III DE MADRID,contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=48p%2FXC3IAY4kJPJS%2BPS9vg%3D%3D,58240,Servicio de campañas de publicidad de la oferta de grados (Lote 1) y formación permanente (Lote 2) de la Universidad Carlos III de Madrid.,4
